0.060989,0.12168,0.078563,0.91483057,0.6023199,0.39094514,0.5184677,0.43705687,0.52733463,0.5618575,0.57107466,0.9014019,0.725984,0.4983985,0.5638156,0.28896376,0.021763,0.047147,0.027574,0.21244751,0.3440572,0.284187,0.30010334,0.39140216,0.37706718,0.521725,0.597258,0.569448,0.57943,0.603077,0.532692,0.500719,0.024209,0.038777,0.006972,0.24002029,0.40580368,0.1697456,0.390015,0.546086,0.428886,0.588115,0.476958,0.629604,0.608619,0.712132,0.579802,0.404556,0.025237,0.049772,0.030514,0.88279516,0.376243,0.145547,0.130094,0.102807,0.087232,0.104479,0.154579,0.128153,0.148744,0.161797,0.132869,0.10984,0.008394444,0.75,0.0,0.72,0.0,0.040456668,0.048270002,0.049094286
0.056494,0.121974,0.076265,0.7232874,0.41879323,0.6148243,0.5188265,0.5274523,0.424993,0.5322,0.51332533,0.7481481,0.643302,0.6317585,0.59579813,0.3813106,0.037199,0.110931,0.032135,0.32017416,0.5098632,0.3845415,0.42021334,0.36568642,0.3975757,0.47604,0.491114,0.499873,0.425501,0.432295,0.385927,0.365091,0.02332,0.063263,0.008265,0.24229436,0.330209,0.17748,0.42565784,0.294426,0.442383,0.27929,0.3107,0.333166,0.270912,0.330482,0.274561,0.197445,0.032927,0.067481,0.030071,0.631281,0.476249,0.265245,0.26665,0.122238,0.141392,0.114982,0.112123,0.142103,0.092812,0.103042,0.080517,0.074316,0.013424445,0.65833336,0.02610389,0.632,0.0,0.12441556,0.08808722,0.15083627
0.010201,0.617722,0.15078,0.8798867,0.6966541,0.83670527,0.4096555,0.55924404,0.56167704,0.79574436,0.5308793,0.6183013,0.7222715,0.568888,0.5390825,0.29344127,0.008608,0.469152,0.110101,0.59144205,0.9687212,0.41193,0.41339502,0.45448786,0.42822716,0.533115,0.546572,0.377332,0.585511,0.51069,0.440184,0.581651,0.015019,0.098983,0.02273,0.2781882,0.33003768,0.1402192,0.17400858,0.210864,0.138856,0.116081,0.102951,0.093287,0.092761,0.087495,0.082899,0.092593,0.029516,0.025938,0.02562,0.7000637,0.607798,0.14513,0.119631,0.111516,0.0872,0.083667,0.092668,0.069376,0.121097,0.086738,0.076011,0.12119,0.17721334,0.53333336,0.40420443,0.512,0.0,0.2991067,0.5203011,0.42732885
0.069627,0.357759,0.095914,0.6977785,0.20263399,0.7468125,0.3268105,0.7624674,0.63037133,0.81162626,0.58705264,0.74827313,0.5635675,0.478634,0.41608936,0.21489188,0.08688,0.385027,0.047281,0.478109,0.5169236,0.4908925,0.34217724,0.35704857,0.313295,0.470985,0.411309,0.514778,0.533912,0.445987,0.422483,0.440333,0.021509,0.065533,0.007576,0.15801258,0.20549066,0.121286,0.08994857,0.184656,0.160975,0.110489,0.093686,0.085424,0.092627,0.133269,0.186733,0.102701,0.019293,0.033807,0.02838,0.58071965,0.287993,0.115078,0.068124,0.078789,0.057361,0.046429,0.043537,0.052156,0.051165,0.04333,0.047258,0.040876,0.25329444,0.5833333,0.2830811,0.56,0.0,0.32729724,0.2830811,0.38933516
0.053999,0.106682,0.082517,0.7600824,0.48355865,0.50647557,0.53131574,0.5051392,0.645846,0.465705,0.5735123,0.69279057,0.70959,0.6408045,0.57035,0.5660375,0.038078,0.092343,0.031949,0.3748159,0.5370124,0.487165,0.504395,0.51162857,0.45601574,0.533243,0.560889,0.556387,0.494793,0.501327,0.493472,0.468542,0.02773,0.053397,0.009213,0.211768,0.312497,0.3119116,0.90806574,0.484125,0.564726,0.389651,0.406975,0.447021,0.35868,0.374482,0.417821,0.321305,0.043477,0.073695,0.030068,0.77615285,0.55736,0.304407,0.449486,0.257063,0.220556,0.143092,0.145461,0.154025,0.130077,0.16113,0.135949,0.090004,0.07122889,0.6166667,0.0,0.592,0.0,0.28165722,0.10812611,0.20074172
0.063605,0.10989,0.081286,0.9283129,0.6299937,0.42803043,0.5637785,0.29669,0.689646,0.75021625,0.272687,0.5321487,0.2939395,0.516515,0.4506156,0.2937044,0.022386,0.064288,0.029356,0.24535917,0.34059802,0.38371,0.44020945,0.5209907,0.4580014,0.587808,0.656013,0.695867,0.643692,0.631764,0.610453,0.603686,0.018429,0.043662,0.008742,0.4572635,0.409538,0.38769442,0.56173855,0.99839,0.55879,0.604196,0.677653,0.594109,0.713379,0.781767,0.629166,0.775105,0.027018,0.062851,0.030205,0.8199716,0.45673,0.257351,0.304795,0.218807,0.154175,0.164453,0.229839,0.181715,0.195418,0.213616,0.172296,0.191672,0.024936112,0.8333333,0.0107861115,0.8,0.0,0.13294333,0.17816111,0.18454143
0.088632,0.442798,0.127395,0.8464871,0.3966781,0.804889,0.2785525,0.665352,0.46558067,0.9574962,0.5674073,0.8043481,0.74017847,0.6079815,0.58454126,0.46995997,0.148252,0.41679,0.073213,0.93469924,0.99297875,0.742592,0.518615,0.47301218,0.37218642,0.44793,0.446726,0.413804,0.398513,0.450619,0.401092,0.399009,0.03328,0.118903,0.009326,0.32289544,0.239079,0.13429281,0.11221357,0.14936,0.149863,0.165656,0.138559,0.10541,0.096563,0.095483,0.12171,0.10344,0.046914,0.032378,0.02441,0.64952934,0.520857,0.320441,0.091216,0.112769,0.07482,0.074949,0.073349,0.057735,0.068087,0.086922,0.073932,0.056119,0.53427947,0.53333336,0.62314725,0.512,0.0,0.75770336,0.6599278,0.7378403
0.063155,0.134424,0.092656,0.6479405,0.3757259,0.624391,0.46538374,0.5086103,0.43731865,0.4352744,0.56564367,0.5602762,0.7093175,0.44747102,0.49299937,0.5985912,0.048954,0.142645,0.037546,0.46621752,0.64919364,0.5303505,0.5738211,0.59244573,0.56622714,0.617837,0.64887,0.670714,0.559498,0.513516,0.487508,0.496212,0.02011,0.052302,0.008946,0.15930057,0.27347833,0.160082,0.55622,0.370745,0.553614,0.237523,0.23295,0.280755,0.273286,0.218616,0.240275,0.28918,0.032804,0.055494,0.029187,0.60904765,0.404482,0.262812,0.190345,0.168268,0.162674,0.11543,0.12829,0.165661,0.094398,0.093582,0.099717,0.070242,0.068837225,0.65,0.0025494443,0.624,0.0,0.20803778,0.1957189,0.22014572
0.055511,0.109073,0.077588,0.6931444,0.36118183,0.6540453,0.411145,0.53987914,0.52422065,0.58023185,0.39573434,0.59187126,0.6383275,0.625105,0.79498315,0.32794875,0.030491,0.092988,0.029169,0.2462455,0.3639204,0.430718,0.34269056,0.34551716,0.3617643,0.473681,0.492983,0.44486,0.43379,0.458663,0.478521,0.520577,0.021495,0.058042,0.007205,0.16948228,0.18481232,0.2589084,0.32370642,0.324145,0.286794,0.26294,0.251349,0.219246,0.219268,0.272904,0.233025,0.294145,0.024807,0.050458,0.030493,0.7237285,0.275308,0.227763,0.123937,0.102251,0.104674,0.098102,0.180602,0.077407,0.095386,0.123534,0.127142,0.203791,0.04312333,0.59166664,0.0,0.568,0.0,0.20637167,0.13039,0.17511714
0.07596,0.151514,0.084973,0.65652657,0.5366205,0.39728054,0.61435175,0.0072362935,0.65054137,0.41322,0.614905,0.5136962,0.5268355,0.4982695,0.56692,0.23370875,0.028848,0.066949,0.032946,0.36809292,0.524494,0.3657415,0.3264428,0.38819999,0.36757,0.505078,0.504843,0.48117,0.515459,0.490911,0.539276,0.508066,0.035931,0.082087,0.010016,0.32194576,0.5123953,0.374688,0.3312086,0.339662,0.426678,0.314852,0.349797,0.240461,0.344604,0.237889,0.312605,0.372894,0.024531,0.050079,0.029701,0.5769232,0.454188,0.229179,0.142973,0.118219,0.116121,0.145984,0.119732,0.115446,0.147884,0.161294,0.192024,0.129702,0.06813333,0.81666666,0.072908334,0.784,0.0,0.1434789,0.29182944,0.36313573
